"id","dane","tipoInstitucion","nombre","direccion","barrio","email1","rector","telefono","email2","localidad.id"
459,"111001014028","DISTRITAL","COL REPUBLICA FEDERAL DE ALEMANIA (IED)","KR 24 # 44 - 05 SUR ","SANTA LUCIA","cedrepfederaldeal18@redp.edu.co","GILBERTO MORENO ","7142428 -- 7142585 -- 2799616",,18
460,"111001010928","DISTRITAL","COL RESTREPO MILLAN (IED)","CL 40 SUR # 23 - 25","QUIROGA SUR","colnarestrepomilla18@redp.edu.co","CONCEPCION BERMUDEZ MONCADA ","2053030 -- 2053498 -- 7675358",,18
461,"111001013811","DISTRITAL","COL SAN AGUSTIN (IED)","CL 50 A SUR # 5 C - 40","LA PICOTA","cedsanagustin18@redp.edu.co","MARCO FIDEL GUTIERREZ CRUZ ","2793580 -- 5671091",,18
462,"111001098965","DISTRITAL - CONCESION","COL CAFAM SANTA LUCIA (CED)","DG 36 SUR # 16 B - 26","GRANJAS SAN PABLO",,"NELSON ENRIQUE CARDENAS BUITRAGO","2093725 -- 2094013",,18
463,"311001000727","PRIVADO","LIC SUPERIOR DE BOGOTA","KR 19 B # 22 - 90 SUR","OLAYA","liceosuperiordebogota@hotmail.com","CLARA INES GUTIERREZ DE PULIDO","2398887 -- 3612188 -- 2789117 -- 2390581",,18
464,"311001001332","PRIVADO - CONVENIO","COL DANILO CIFUENTES","CL 29 SUR # 10 - 34","SAN JOSE","coldanilocifuentes@yahoo.com","ZENON EUDORO GARCIA O","3726295 -- 3726170",,18
465,"311001004986","PRIVADO","COL NSTRA SRA DE LA SABIDURIA","CL 22 SUR # 11 B - 51","SAN JOSE OBRERO","rectoria@colsabibogota.edu.co","HNA MIREYA TAPIAS GARCIA","2393742 -- 8012122","secretariaacademica@colsabibogota.edu.co",18
466,"311001009007","PRIVADO","COL PARROQ DE NSTRA SEÑORA","CL 31 B # 23 - 60 SUR","QUIROGA","colparroquialnuestrasra@yahoo.es","JORGE HUMBERTO ACEVEDO QUINTERO PBRO","2091720","yolis1210@yahoo.es",18
467,"311001012598","PRIVADO","COL PARROQUIA DEL INMACULADO CORAZON DE MARIA","CL 44 SUR # 28 - 61","CLARET","incodemar1957@hotmail.com","MANUEL MORA LAGUADO PBRO","2387600 -- 2797365 -- 7133233",,18
468,"311001016828","PRIVADO","INST FEM SAN ANTONIO DE PADUA","KR 20 # 42 A - 56 SUR","SANTA LUCIA","antonianas@etb.net.co","HNA GLORIA INES LOZANO GOMEZ","2794016 -- 2794958 -- 2058783",,18
469,"311001077037","PRIVADO - CONVENIO","COLEGIO FE Y ALEGRIA LA PAZ","KR 4 B # 51 - 28 SUR","LA PAZ PALERMO SUR","lapaz@feyalegria.org.co","PEDRO JOSE CASTAÑEDA VALLS","7721267 -- 5691959",,18
470,"311001101850","PRIVADO","COL DOMINGO SAVIO","CL 24 SUR # 24 F - 10","CENTENARIO","colegiods_2007@hotmail.com","MARITZA DAZA VELASQUEZ","3660017","coordinadomingo@hotmail.com",18
471,"111001035572","DISTRITAL","COL ACACIA II (IED)","CL 62 SUR # 19 B - 42","LAS ACACIAS","cedacaciasii19@redp.edu.co","CARLOS JULIO AMORTEGUI MATALLANA ","7911558 -- 7910925 -- 7907093 -- 7619522",,19
472,"111001107859","DISTRITAL","COL ANTONIO GARCIA (IED)","KR 17 F # 73 A - 31 SUR","SOTAVENTO","iedantoniogarcia@redp.edu.co","GERMAN VIRACACHA ","7663708/09 -- 7663710/11 -- 7663712","jmperez@redp.edu.co",19
473,"111001047571","DISTRITAL","COL ARBORIZADORA ALTA (IED)","KR 43 # 70 A - 50 SUR","ARBORIZADORA ALTA","cedarborizadoraal19@redp.edu.co","MARTHA YANETH ALDANA SALAMANCA","7168062 -- 7168064 -- 7168040 -- 7153622",,19
474,"111001030848","DISTRITAL","COL ARBORIZADORA BAJA (IED)","CL 59 I SUR # 44 A - 02 ","ARBORIZADORA BAJA","cedarborizadoraba19@redp.edu.co","JOSE BENIGNO SEGURA VELASQUEZ","7313995 -- 7185789 -- 7313994",,19
475,"311001075034","DISTRITAL","COL CANADA (IED)","CL 76 SUR # 24 A - 11","CORDILLERA DEL SUR","cedcanada19@redp.edu.co","DAISY MARULANDA REYES","7903586 -- 7900749",,19
476,"111001086801","DISTRITAL","COL CEDID CIUDAD BOLIVAR (IED)","CL 70 SUR # 56 - 11","SIERRA MORENA","cedidciudadbolivar19@redp.edu.co","LUIS BUITRAGO VALDERRAMA ","7180304 -- 7184640 -- 7174640",,19
477,"111001096555","DISTRITAL","COL CIUDAD BOLIVAR - ARGENTINA (IED)","CL 70 SUR # 56 - 45","SIERRA MORENA","cedciudadbolivar19@redp.edu.co","AURA MARIA HIGUERA ESCOBAR","7152774 -- 7157106","auramariahiguerae@gmail.com",19
478,"111001028266","DISTRITAL","COL CIUDAD DE MONTREAL (IED)","KR 17 B # 64 B - 45 SUR","LUCERO DEL SUR","cedciudaddemontre19@redp.edu.co","LUZ MIRELLA JIMENEZ TORRES","7913793",,19
479,"111001102130","DISTRITAL","COL COMPARTIR RECUERDO (IED)","CL 69 SUR # 18 B - 35 ","BELLAVISTA LUCERO ALTO","cedcompartirlucer19@redp.edu.co","JAIME  CORDOBA TORRES","7909907/08",,19
480,"111001102105","DISTRITAL","COL CONFEDERACION BRISAS DEL DIAMANTE (IED)","KR 18 I # 69 D - 35 SUR","SAN RAFAEL","cedconfederacions19@redp.edu.co","HECTOR RAUL HORTUA CAMARGO","5687907 -- 7911310 -- 5685168",,19
481,"111001107816","DISTRITAL","COL CUNDINAMARCA (IED)","CL 60 A SUR # 73 - 41","GALICIA","iedcundinamarca@redp.edu.co","WILLIAM GALVIS DIAZ","7194542/20/24",,19
482,"111001102164","DISTRITAL","COL EL MINUTO DE BUENOS AIRES (IED)","CL 80 A SUR # 17 N - 80","EL MINUTO DE MARIA","escdibuenosaires19@redp.edu.co","RUTH YALILE HERNANDEZ MONTOYA","7909298",,19
483,"111001045730","DISTRITAL","COL EL PARAISO DE MANUELA BELTRAN (IED)","KR 45 C # 69 D - 15 SUR","JERUSALEN","escdimanuelabeltra19@redp.edu.co","SANDRA LILIANA RIAÑO","7168781- 7312296",,19
484,"111001102113","DISTRITAL","COL EL TESORO DE LA CUMBRE (IED)","TV 18 H # 77 A - 95 SUR  - CL 81 SUR # 18 M - 02","NACIONES UNIDAS - EL TESORO","escdieltesoro19@redp.edu.co","HENRY HERNANDEZ SUAREZ","7912755 -- 7914612",,19
485,"111001075663","DISTRITAL","COL ESTRELLA DEL SUR (IED)","CL 75 SUR # 18 B - 45","ESTRELLA DEL SUR","coldiestrelladelsur19@redp.edu.co","MYRIAM GLORIA GUEVARA SALAZAR","7653535",,19
486,"111001109304","DISTRITAL","COL FANNY MICKEY (IED)","KR 18 N # 70 A - 05 SUR ","VILLAS EL DIAMANTE ","colfannymikey@redp.edu.co","YEBRAIL GUEVARA CACERES","7921136 -- 7921164",,19
487,"111001044385","DISTRITAL","COL GUILLERMO CANO ISAZA (IED)","KR 16 C # 62 - 35 SUR","MEISSEN","cedguillermo@etb.net.co","MIRYAM CONSUELO BELTRAN ","7650665 -- 7661134 -- 7901300",,19
488,"111001020320","DISTRITAL","COL ISMAEL PERDOMO (IED)","CL 64 SUR # 71 F - 18","ISMAEL PERDOMO","cedismaelperdomo19@redp.edu.co","MARTHA JANETH ARIAS CORTES","7759068 -- 7757889",,19
489,"111001036561","DISTRITAL","COL JOSE JAIME ROJAS (IED)","CL 77 A SUR # 18 M - 79 ","NACIONES UNIDAS","Coljosejaimerojas@redp.edu.co","JUAN CARLOS ESCOBAR LOPEZ","7921333 -- 7661208 -- 7655502 -- 7655466 -- 7921033",,19
490,"111001107115","DISTRITAL","COL JOSE MARIA VARGAS VILA (IED)","DG 74 B BIS SUR # 26 C - 12","BELLA FLOR SUR","coljosemarivargvila@redp.edu.co","HAROLD GIOVANNY LEYVA QUESADA ","7619514 -- 7650529 -- 7619512 -- 7619879",,19
491,"111001047457","DISTRITAL","COL LA ARABIA (IED)","KR 18 H # 81 D - 69 SUR  INT 1","ARABIA","escdiarabia19@redp.edu.co","ASTRID YULIETH MORENO MORENO","5691883",,19
492,"111001092410","DISTRITAL","COL LA ESTANCIA - SAN ISIDRO LABRADOR (IED)","CL 59 A SUR # 75 B - 75","LA ESTANCIA","coldilaestancia19@redp.edu.co","RICARDO CASTRILLON LOZANO ","7800014 -- 7801757 -- 7797604",,19
493,"111001027251","DISTRITAL","COL LEON DE GREIFF (IED)","KR 17 B BIS A # 67 - 30 SUR","LA ALAMEDA","coldileondegreiff19@redp.edu.co","JUAN DE JESUS LEON BELTRAN ","7907317 -- 7652368 -- 7652380",,19
494,"111001075329","DISTRITAL","COL MARIA MERCEDES CARRANZA(IED)","TV 70 G # 65 - 02 SUR","El PEÑON DEL CORTIJO","colmarmercedcarranza@redp.edu.co","JAIRO HERNAN TELLEZ SALAZAR ","7801354 -- 7750954 -- 7750033",,19
495,"111001034240","DISTRITAL","COL NICOLAS GOMEZ DAVILA (IED)","CL 67 SUR # 20 D - 20","SAN FRANCISCO","colnicolasgomezd@redp.edu.co","LUIZ AMPARO MONCADA","7168030 -- 7168041",,19
496,"111001047678","DISTRITAL","COL PARAISO MIRADOR (IED)","KR 27 L # 71 H - 46 SUR","PARAISO QUIBA","escdiparaisomirado19@redp.edu.co","CARLOS HERNAN CARDONA GRANADA","7925201",,19
497,"111001014524","DISTRITAL","COL RAFAEL URIBE URIBE (IED)","DG 71 B SUR # 18 I - 20 ","SAN RAFAEL","escdirafaeluribeur19@redp.edu.co","LIDIA SOFIA RAMIREZ BERMUDEZ ","7912395",,19
498,"111001014486","DISTRITAL","COL REPUBLICA DE MEXICO (IED)","CL 64 SUR # 16 D - 50","MEXICO","escdirepdemexico19@redp.edu.co","GUILLERMO CASTRO CARRILLO","7657265 -- 7912081",,19
499,"111001036781","DISTRITAL","COL RODRIGO LARA BONILLA (IED)","KR 43 A # 66 - 51 SUR","CANDELARIA LA NUEVA","coldirodrigolarabo19@redp.edu.co","JORGE BENEDICTO LAGOS CARDENAS ","7187796 -- 7168031 -- 7168033/34",,19
500,"211850001317","DISTRITAL","COL RUR JOSE CELESTINO MUTIS (IED)","KM 10 VIA QUIBA LOTE EL CLAVEL","EL MOCHUELO II","colrjosecelestinomutis@redp.edu.co","EDELMIRA ROJAS DE NIÑO ","3142429727","edelmarojas@gmail.com",19
501,"211850001121","DISTRITAL","COL RUR PASQUILLA (IED)","KM 5 VIA OLARTE","VDA PASQUILLA","cedpasquilla19@redp.edu.co","MARTHA VIRGINIA SUAREZ OTALORA","6392250","marthicasuot@hotmail.co",19
502,"211850001171","DISTRITAL","COL RUR QUIBA ALTA (IED)","KM 24 VIA QUIBA","QUIBA ALTO","escdiquibaalta19@redp.edu.co","CLAUDIA PATRICIA VILLARREAL HERNANDEZ","2009827","ruralquiba@gmail.com",19
503,"111001076937","DISTRITAL","COL SAN FRANCISCO (IED)","KR 22 # 64 - 29 SUR","LAS ACACIAS","coldisanfrancisco19@redp.edu.co","CESAR ALBERTO LOPEZ MALAGON ","7312679 -- 7178689 -- 7174266 -- 7164266",,19
504,"111001030821","DISTRITAL","COL SANTA BARBARA (IED)","KR 18 T # 65 A - 27 SUR","COMPARTIR","cedcompartirmeiss19@redp.edu.co","MARIA AMPARO RAMOS DE GALVIS","7187846 -- 7187845",,19
505,"111001086835","DISTRITAL","COL SIERRA MORENA (IED)","CL 75 C SUR TV 71","SIERRA MORENA","cedsierramorena19@redp.edu.co","ESPERANZA GOMEZ ANGARITA","7171391 -- 7167698 -- 7171028 -- 6275573",,19
506,"111001075752","DISTRITAL","COL SOTAVENTO (IED)","CL 73 A SUR # 16 F - 35","SOTAVENTO","escdisotavento19@redp.edu.co","ORLANDO RIOS ANTOLINEZ ","7651003",,19
507,"111001030830","DISTRITAL","COL UNION EUROPEA (IED)","KR 18 M # 63 B - 09 SUR ","GIBRALTAR SUR","cedunioneuropea19@redp.edu.co","JUAN HIDALGO","7909847 -- 7658390","andreaangelica.f@hotmail.com",19
508,"111001102121","DISTRITAL","COL VILLAMAR (IED)","KR 18 M # 69 J - 25 SUR","VILLA GLORIA","escdimarandu19@redp.edu.co","YECID MOLINA FALLA ","7662784",,19
509,"111001100013","DISTRITAL - CONCESION","COL CALASANZ (BUENAVISTA) (CED)","KR 17 F # 77 - 75 SUR","QUIBA","cedcalasanz@yahoo.es","PAULA MARCELA VÁSQUEZ OVALLE","7920388 7920390/93",,19
510,"111001098973","DISTRITAL - CONCESION","COL DON BOSCO I (CED)","CL 80 A SUR # 18 C - 70","EL TESORO","cedbosco1@etb.net.co","JAIRO SANABRIA TOVAR ","7923879 -- 7923868",,19
511,"111001100021","DISTRITAL - CONCESION","COL GIMN SABIO CALDAS (CED)","KR 47 # 72 C - 24 SUR","ARBORIZADORA ALTA","informacion@sabiocaldas.edu.co","RUTH ESTELLA GARCIA NAVAS","7312253 -- 7312234",,19
512,"311001005109","PRIVADO","COL COOP MONSEÑOR ISMAEL PERDOMO","DG 62 G SUR # 72 A - 41","PERDOMO","academicacoop@etb.net.co","TULIO RAFAEL DE LA HOZ AMARIS","7764491 -- 7805045 -- 7784737",,19
513,"311001037213","PRIVADO - CONVENIO","GIMN ESPARTANO","KR 20 D # 66 - 34 SUR","SAN FRANCISCO","gimnaespartano@etb.net.co","MARIA ELISA GUEVARA CUEVAS","7155221 -- 3124620500",,19
514,"311001041113","PRIVADO - CONVENIO","INST CERROS DEL SUR ICES","CL 81 SUR # 42 - 09","JERUSALEN","colegioices@gmail.com","MAURICIO SANABRIA GONZALEZ","7172495","ices@etb.net.co",19
515,"311001039780","PRIVADO - CONVENIO","INST ORESTES SINDICI","CL 63 A SUR # 70 G - 84","ISMAEL PERDOMO","orestesindici@yahoo.com","JOSE DONATO CRIALES","7754882",,19
516,"311001093016","PRIVADO - CONVENIO","INST TEC CIAL MARMATOS SEDE II","KR 73 I # 68 A - 59 SUR","ISMAEL PERDOMO","marperdomo2@yahoo.es","MARIA BELSY GONZALEZ RIVERA","7804404 -- 7168531",,19
517,"311001046263","PRIVADO - CONVENIO","LIC CONTADORA","CL 59 C SUR # 45 D - 15 -- CL 59 C SUR # 45 C - 09 -- CL 45 C SUR # 45 D - 28","ARBORIZADORA","liceo_contadora@hotmail.com","GIOMAR TORRES GARCIA","7159641 -- 7179150 -- 7179236",,19
518,"311001044881","PRIVADO - CONVENIO","LIC Y PREESC TOMMYS","DG 57 Z SUR # 74 H - 16","ISMAEL PERDOMO","liceo_tommys@hotmail.com","MELBA LEONOR MORALES QUEVEDO","3000534 -- 3000535",,19
519,"211001076346","DISTRITAL","COL CAMP JAIME GARZON (IED)","Kilometro 6 Via Nazareth","CORREG NAZARETH VDA LAS AURAS","iedcampjaimegarzon@redp.edu.co","APOLINAR ESCARRIA GARCIA","4544416",,20
520,"211850001473","DISTRITAL","COL GIMN DEL CAMPO JUAN DE LA CRUZ VARELA (IED)","KILOMETRO 6 VIA SAN JUAN VD CAPITOLIO","CORREG SAN JUAN DE SUMAPAZ VDA LA UNION","gdelcampojuanvarela@redp.edu.co","RUTH MARIELA SANABRIA TAUTIVA","3407055","gdelcampojuanvarela@hotmail.com",20
520,,,,,,,,,,
